Auction_key,Auction_class,Bid_class,Claim_price,Appraisal_date,Auction_count,Appraisal_company,Auction_miscarriage_count,Total_land_gross_area,Total_land_real_area,Total_land_auction_area,Total_building_area,Total_building_auction_area,Total_appraisal_price,Minimum_sales_price,First_auction_date,Final_auction_date,Final_result,Creditor,addr_etc,Apartment_usage,Preserve_regist_date,Total_floor,Current_floor,Share_auction_YorN,Specific,Close_date,Close_result,point.y,point.x,addr_en,Hammer_price
2362,random,individual,500000000,2017-02-22 00:00:00,2,명장감정,1,1205.8,18.27,18.27,81.96,81.96,299000000,239200000,2017-11-17 00:00:00,2017-12-22 00:00:00,successful bid,Company or Group,대성문퀸즈더블유 101 building. 12 floor. 101-1205 no.,Apartment,2012-06-26 00:00:00,15,12,N,,2018-02-28 00:00:00,dividend,35.1765811,129.0712283,Jinnam-ro  Busanjin-gu  Busan,240000001
1947,random,general,37122950,2016-02-18 00:00:00,2,명장감정,1,5043.0,37.38,37.38,84.72,84.72,241000000,192800000,2016-05-27 00:00:00,2016-12-16 00:00:00,successful bid,Company or Group,", 1076-7, 1126-7, 1145 유림노르웨이숲비치 103 building. 2 floor. 202 no.",Apartment,2005-10-28 00:00:00,15,2,N,,2017-02-13 00:00:00,dividend,35.0718972,129.0765854,Taejong-ro  Yeongdo-gu  Busan,221017200
2298,random,general,25000000,2016-09-26 00:00:00,4,문일감정,2,8880.0,31.69,7.04,84.6,18.8,41000000,26240000,2017-09-28 00:00:00,2018-01-11 00:00:00,successful bid,private,삼창강변 102 building. 11 floor. 1111 no.,Apartment,1998-01-26 00:00:00,22,11,Y,"공유자 박수미,박종학으로부터 공유자 우선매수신고 있음.공유자가 민사집행법 제140조에 의한 우선매수신고를 한경우 그 매수신고 후 최초로 진행되는 매각기일에 매수보증금의 미납으로 실효되는 경우 그 공유자는 그 이후 해당부동산의 매각기일에서는 우선매수권을 행사할 수 없다.(단,당해 기일에 다른 매수신고인이 없는 경우 최저매각가액을 공유자우선매수신고액으로 봄)",2018-04-19 00:00:00,dividend,35.0982223,128.965136,Dadae-ro 83beon-gil  Saha-gu  Busan,31888000
2550,random,general,135000000,2016-07-24 00:00:00,2,미르감정,1,0.0,0.0,0.0,106.34,106.34,560000000,448000000,2017-01-19 00:00:00,2017-03-30 00:00:00,successful bid,Company or Group,", 1522-1,-2, 1523-1,-2,-3,-4,-5, 1524-1,-2,-3,-4, 1525-1, 1527-2, 1528, 1539-1 해운대힐스테이트위브 T-101 building. 5 floor. 504 no.",Apartment,2015-06-17 00:00:00,39,5,N,,2017-07-24 00:00:00,dividend,35.1619479,129.1791098,Udong 1-ro  Haeundae-gu  Busan,518800000
2046,random,general,953680000,2016-06-01 00:00:00,1,국제감정,0,82385.1,80.62,80.62,182.76,182.76,669000000,669000000,2016-10-21 00:00:00,2016-10-21 00:00:00,successful bid,Company or Group,",2263 연산자이 116 building. 26 floor. 2602 no.",Apartment,2010-08-13 00:00:00,28,26,N,,2016-12-20 00:00:00,dividend,35.1885799,129.0893353,Sicheong-ro  Yeonje-gu  Busan,670190000
2678,forced,general,13848484,2017-06-14 00:00:00,2,드림감정,1,41235.0,53.84,53.84,150.8,150.8,604000000,483200000,2017-10-31 00:00:00,2017-12-05 00:00:00,successful bid,private,센텀비치푸르지오 107 building. 8 floor. 802 no.,Apartment,2003-09-01 00:00:00,31,8,N,,2018-01-31 00:00:00,dividend,35.1598325,129.13115439999999,Suyeong-ro  Suyeong-gu  Busan,531100000
2682,random,general,149393725,2017-07-04 00:00:00,3,금정감정,2,12133.7,25.7,25.7,74.45,74.45,165000000,105600000,2017-12-05 00:00:00,2018-03-20 00:00:00,successful bid,Company or Group,",1043-1,1045-1,1067-5 금호 103 building. 1 floor. 101 no.",Apartment,2009-09-28 00:00:00,21,1,N,,2018-05-16 00:00:00,dividend,35.1916656,129.1268635,Haeun-daero 61beon-gil  Haeundae-gu  Busan,143999000
1861,random,individual,1046685025,2015-12-02 00:00:00,2,대일감정,1,331.0,7.59,7.59,43.63,43.63,160000000,128000000,2016-05-06 00:00:00,2016-07-29 00:00:00,successful bid,Company or Group,아이너스 12 floor. 1203 no.,Apartment,2014-12-19 00:00:00,14,12,N,,2016-12-22 00:00:00,dividend,35.216645299999996,129.0791494,Ujangchun-ro  Dongnae-gu  Busan,133000000
2037,random,general,42479480,2016-05-25 00:00:00,2,미래새한감정,1,798.0,41.69,41.69,83.84,83.84,149000000,119200000,2016-08-26 00:00:00,2016-09-30 00:00:00,successful bid,Company or Group,",-167,-190 영도도남하이츠빌라 4 floor. 403 no.",Apartment,2002-12-26 00:00:00,9,4,N,,2016-12-01 00:00:00,dividend,35.081003100000004,129.0680908,Taejong-ro  Yeongdo-gu  Busan,126651100
2103,random,general,30665922,2016-08-02 00:00:00,2,한마음감정,1,1389.0,39.43,39.43,62.97,62.97,90000000,72000000,2016-12-30 00:00:00,2017-02-03 00:00:00,successful bid,Company or Group,필우빌라맨션 가동 5 floor. 501 no.,Apartment & stores,1990-09-10 00:00:00,6,5,N,,2017-04-05 00:00:00,dividend,35.1328404,129.0420399,Sujeong-ro  Dong-gu  Busan,73899900
2254,forced,general,160000000,2016-03-02 00:00:00,1,혜림감정,0,2405.0,5.66,5.66,53.29,53.29,206000000,206000000,2016-06-16 00:00:00,2016-06-16 00:00:00,successful bid,private,온천장SK HUB Olive 25 floor. 2505 no.,Apartment & stores,2006-05-29 00:00:00,29,25,N,,2016-08-23 00:00:00,dividend,35.2186309,129.0841419,Ujangchun-ro  Dongnae-gu  Busan,206119000
1971,random,general,45589041,2016-03-21 00:00:00,2,드림감정,1,10145.0,30.87,15.44,59.99,30.0,63000000,50400000,2016-07-22 00:00:00,2016-10-21 00:00:00,successful bid,private,영도유림 103 building. 9 floor. 906 no.,Apartment,1997-01-21 00:00:00,10,9,Y,,2016-12-20 00:00:00,dividend,35.0906381,129.0507288,Daboksol-gil  Yeongdo-gu  Busan,60299000
2491,random,general,122134370,2016-01-26 00:00:00,2,문일감정,1,12133.7,20.6,20.6,59.67,59.67,145000000,116000000,2016-06-23 00:00:00,2016-07-28 00:00:00,successful bid,Company or Group,",-1,1045-1,1067-5 금호 103 building. 2 floor. 203 no.",Apartment,2000-09-28 00:00:00,12,2,N,,2016-09-26 00:00:00,dividend,35.1916656,129.1268635,Haeun-daero 61beon-gil  Haeundae-gu  Busan,136630000
2067,forced,general,19800000,2016-07-05 00:00:00,2,대한감정,1,17575.3,39.8,39.8,117.59,117.59,352000000,281600000,2017-02-09 00:00:00,2017-04-05 00:00:00,successful bid,private,부민이-편한세상 101 building. 1 floor. 105 no.,Apartment,2005-02-16 00:00:00,19,1,N,,2017-06-07 00:00:00,dividend,35.1041258,129.0160823,Haedoji-ro  Seo-gu  Busan,362000000
1960,forced,general,122663013,2016-03-21 00:00:00,3,희감정,1,247.0,17.93,17.93,49.78,49.78,151000000,120800000,2016-07-21 00:00:00,2016-09-22 00:00:00,successful bid,private,초원시티빌 6 floor. 601 no.,Apartment,2013-01-18 00:00:00,9,6,N,,2016-11-30 00:00:00,dividend,35.2171796,129.0800552,Ujangchun-ro  Dongnae-gu  Busan,122000000
2074,random,general,120000000,2016-07-11 00:00:00,1,내외감정,0,6904.9,18.41,18.41,124.26,124.26,354000000,354000000,2016-10-26 00:00:00,2016-10-26 00:00:00,successful bid,Company or Group,SK뷰 22 floor. 102-2201 no.,Apartment & stores,2006-05-30 00:00:00,35,22,N,,2016-12-27 00:00:00,dividend,35.1885896,129.08188619999999,Sicheong-ro  Yeonje-gu  Busan,371131000
2305,random,general,311657509,2016-10-21 00:00:00,2,대일감정,1,125210.8,59.64,59.64,138.56,138.56,350000000,280000000,2017-05-19 00:00:00,2017-06-23 00:00:00,successful bid,Company or Group,", 1176 가락타운 202 building. 9 floor. 906 no.",Apartment,1992-10-30 00:00:00,16,9,N,,2017-08-23 00:00:00,dividend,35.1012973,128.95738640000002,Nakdong-daero  Saha-gu  Busan,342750000
2237,random,general,135600000,2017-01-09 00:00:00,2,대한감정,1,9535.2,31.77,31.77,84.72,84.72,192000000,153600000,2017-09-28 00:00:00,2017-11-02 00:00:00,successful bid,Company or Group,동아 102 building. 4 floor. 401 no.,Apartment,1998-12-28 00:00:00,16,4,N,,2017-12-28 00:00:00,dividend,35.1126733,129.02983600000002,Mangyang-ro  Jung-gu  Busan,173711110
2712,random,general,51975561,2017-04-14 00:00:00,2,대한감정,1,35977.1,74.49,74.49,84.99,84.99,354000000,283200000,2017-08-22 00:00:00,2017-12-19 00:00:00,successful bid,private,엘크루솔마레 106 building. 2 floor. 206 no.,Apartment,2015-01-07 00:00:00,10,2,N,,2018-02-27 00:00:00,dividend,35.080855299999996,128.897144,Gonghang-ro 15beon-gil  Gangseo-gu  Busan,342525000
1783,forced,individual,1087000000,2012-06-11 00:00:00,6,대한감정,5,532.0,16.65,16.65,98.08,98.08,228745632,117118000,2013-07-04 00:00:00,2016-04-29 00:00:00,successful bid,private,",237-2 삼주 8 floor. 801 no.",Apartment & stores,1111-11-11 00:00:00,15,8,N,"**1차감정:220,000,000",2017-06-29 00:00:00,dividend,35.201111600000004,129.08868710000002,Chungnyeol-daero 322beon-gil  Dongnae-gu  Busan,126630000
2164,random,general,90000000,2016-10-12 00:00:00,1,오상호감정,0,22200.0,43.61,43.61,48.89,48.89,127000000,127000000,2017-09-28 00:00:00,2017-09-28 00:00:00,successful bid,Company or Group,금곡6단지주공 604 building. 16 floor. 1601 no.,Apartment,1995-10-14 00:00:00,21,16,N,,2017-11-29 00:00:00,dividend,35.2488338,129.0154548,Hyoyeol-ro  Buk-gu  Busan,127170000
1964,random,general,218076179,2016-03-16 00:00:00,2,대화감정,1,26420.0,58.19,58.19,131.98,131.98,265000000,212000000,2016-08-18 00:00:00,2016-09-22 00:00:00,successful bid,Company or Group,엄궁대림 103 building. 4 floor. 406 no.,Apartment,1999-09-07 00:00:00,25,4,N,,2016-11-30 00:00:00,dividend,35.1291519,128.9782313,Nakdong-daero 1318beon-gil  Sasang-gu  Busan,251200000
1826,random,general,45000000,2015-09-21 00:00:00,3,태화감정,1,0.0,0.0,0.0,68.2,68.2,67000000,53600000,2016-09-30 00:00:00,2016-12-29 00:00:00,successful bid,private,국토 4 floor. 402 no.,Apartment,1111-11-11 00:00:00,8,4,N,,2017-03-08 00:00:00,dividend,35.17635070000001,129.11123529999998,Sicheong-ro  Yeonje-gu  Busan,55203000
2399,random,general,15000000,2017-06-01 00:00:00,2,대일감정,1,14241.4,21.0,21.0,127.0,127.0,407000000,325600000,2017-12-22 00:00:00,2018-01-26 00:00:00,successful bid,Company or Group,두산위브포세이돈2 4 floor. 102-405 no.,Apartment & stores,2007-01-31 00:00:00,47,4,N,,2018-04-04 00:00:00,dividend,35.135980200000006,129.0639037,Seongnam-ro 47beon-gil  Dong-gu  Busan,370000000
2576,random,general,200000000,2016-08-26 00:00:00,1,국제감정,0,18183.5,40.46,40.46,84.98,84.98,374000000,374000000,2017-01-24 00:00:00,2017-01-24 00:00:00,successful bid,private,센텀롯데캐슬3차 302 building. 28 floor. 2805 no.,Apartment,2006-01-20 00:00:00,29,28,N,,2017-03-29 00:00:00,dividend,35.19960379999999,129.1217426,Myeongjang-ro 67beon-gil  Dongnae-gu  Busan,421000000
1940,random,general,14666666,2016-02-22 00:00:00,1,희감정,0,4715.9,31.35,31.35,49.68,49.68,160000000,160000000,2016-06-22 00:00:00,2016-06-22 00:00:00,successful bid,private,우신 10 building. 2 floor. 210 no.,Apartment,1987-12-18 00:00:00,5,2,N,,2016-08-31 00:00:00,dividend,35.237235600000005,129.0170842,Hwamyeong-daero 12beon-gil  Buk-gu  Busan,167213000
2124,random,general,17980668,2016-09-01 00:00:00,1,하나감정,0,125210.8,36.57,36.57,84.96,84.96,200000000,200000000,2017-02-01 00:00:00,2017-02-01 00:00:00,successful bid,Company or Group,",1176 가락타운 313 building. 10 floor. 1004 no.",Apartment,1992-10-30 00:00:00,24,10,N,,2017-04-06 00:00:00,dividend,35.1012973,128.95738640000002,Nakdong-daero  Saha-gu  Busan,200200000
2025,forced,general,40000000,2016-05-10 00:00:00,2,나라감정,1,379.0,4.05,4.05,24.79,24.79,46000000,36800000,2017-02-14 00:00:00,2017-03-21 00:00:00,successful bid,private,노블레스힐 7 floor. 706 no.,Apartment & stores,2002-08-27 00:00:00,10,7,N,,2017-05-24 00:00:00,dividend,35.1033792,129.0240851,Heukgyo-ro  Jung-gu  Busan,45980000
2400,random,general,360000000,2017-05-17 00:00:00,2,써브감정,1,50883.0,51.49,51.49,146.1,146.1,469000000,375200000,2018-01-05 00:00:00,2018-03-02 00:00:00,successful bid,Company or Group,",-163,-164,-165,-211,-214 거제유림아시아드 109 building. 5 floor. 502 no.",Apartment,2001-11-12 00:00:00,25,5,N,,2018-05-09 00:00:00,dividend,35.177636,129.0656932,Beobwon-ro  Yeonje-gu  Busan,405000000
2332,random,individual,5691450,2017-01-13 00:00:00,2,부경감정,1,149683.1,71.0,71.0,49.94,49.94,119000000,95200000,2017-10-13 00:00:00,2017-11-17 00:00:00,successful bid,Company or Group,백양그린 207 building. 12 floor. 1208 no.,Apartment,1992-07-31 00:00:00,15,12,N,,2018-01-31 00:00:00,dividend,35.1846011,128.9967645,Mora-ro 219beon-gil  Sasang-gu  Busan,104110000
1819,random,general,137710940,2015-09-09 00:00:00,2,통일감정,1,20662.0,43.15,43.15,84.97,84.97,208000000,166400000,2016-03-30 00:00:00,2016-04-27 00:00:00,successful bid,Company or Group,신영도롯데낙천대 106 building. 7 floor. 702 no.,Apartment,2005-12-26 00:00:00,20,7,N,,2016-06-15 00:00:00,dividend,35.0882359,129.0624309,Jungbok-gil  Yeongdo-gu  Busan,197555000
2143,random,general,132176824,2016-09-28 00:00:00,1,대화감정,0,8721.0,55.18,55.18,76.67,76.67,181000000,181000000,2017-05-10 00:00:00,2017-05-10 00:00:00,successful bid,Company or Group,삼익 1 building. 11 floor. 1105 no.,Apartment,1978-04-13 00:00:00,12,11,N,,2017-07-12 00:00:00,dividend,35.1692218,129.049745,Beomyang-ro 45beon-gil  Busanjin-gu  Busan,259399900
2193,random,general,600000000,2016-11-18 00:00:00,1,나라감정,0,26718.0,56.85,56.85,164.85,164.85,345000000,345000000,2017-06-22 00:00:00,2017-06-22 00:00:00,successful bid,Company or Group,엘지신주례 207 building. 6 floor. 604 no.,Apartment,1996-12-18 00:00:00,24,6,N,,2017-08-28 00:00:00,dividend,35.153895,129.0133018,Baegyang-daero 342beon-gil  Sasang-gu  Busan,381000000
2155,forced,general,25750841,2016-10-04 00:00:00,2,한마음감정,1,15695.4,18.07,18.07,59.82,59.82,243000000,194400000,2017-03-21 00:00:00,2017-04-25 00:00:00,successful bid,Company or Group,우신뉴타운 102 building. 15 floor. 1508 no.,Apartment,1995-05-09 00:00:00,24,15,N,,2017-06-22 00:00:00,dividend,35.234078499999995,129.0906005,Sisil-ro  Dongnae-gu  Busan,236640000
2172,random,individual,100000000,2016-10-24 00:00:00,1,대화감정,0,2179.4,4.99,4.99,46.33,46.33,106000000,106000000,2017-05-10 00:00:00,2017-05-10 00:00:00,successful bid,Company or Group,서면노르웨이아침 22 floor. 2205 no.,Apartment & stores,2004-11-15 00:00:00,27,22,N,,2017-07-20 00:00:00,dividend,35.1499607,129.063476,Jeonpo-daero  Busanjin-gu  Busan,109550000
1910,random,general,118958072,2015-11-05 00:00:00,2,삼보감정,1,48890.0,42.3,42.3,83.6,83.6,178000000,142400000,2016-06-10 00:00:00,2016-07-08 00:00:00,successful bid,Company or Group,국제백양 11 building. 9 floor. 901 no.,Apartment,1995-03-18 00:00:00,15,9,N,,2016-09-09 00:00:00,dividend,35.1684256,129.0284943,Danggam-ro 50beon-gil  Busanjin-gu  Busan,173000000
2686,forced,general,61932733,2017-07-14 00:00:00,3,한마음감정,2,61699.3,58.85,58.85,84.97,84.97,301000000,192640000,2017-12-05 00:00:00,2018-03-20 00:00:00,successful bid,private,이지더원3차 301 building. 3 floor. 303 no.,Apartment,2015-04-30 00:00:00,18,3,N,,2018-05-16 00:00:00,dividend,35.335884899999996,129.163246,Gadong 1-gil  Jeonggwan-eup  Gijang-gun  Busan,237200000
2022,random,general,63202614,2016-05-16 00:00:00,1,대한감정,0,26572.0,39.26,39.26,53.85,53.85,89000000,89000000,2016-09-30 00:00:00,2016-09-30 00:00:00,successful bid,Company or Group,",654-1 조양비취맨션 6 building. 4 floor. 406 no.",Apartment,1985-12-26 00:00:00,5,4,N,,2016-12-02 00:00:00,dividend,35.071695899999995,129.0716517,Taejong-ro  Yeongdo-gu  Busan,94390000
2173,random,general,264822041,2016-10-19 00:00:00,1,한라감정,0,50883.0,59.4,59.4,168.53,168.53,425000000,425000000,2017-05-19 00:00:00,2017-05-19 00:00:00,successful bid,Company or Group,",-163,-164,-165,-211,-214 거제유림아시아드 103 building. 17 floor. 1701 no.",Apartment,2001-11-12 00:00:00,25,17,N,,2017-07-19 00:00:00,dividend,35.177636,129.0656932,Beobwon-ro  Yeonje-gu  Busan,465871000
2171,random,individual,100000000,2016-10-24 00:00:00,1,대화감정,0,2179.4,4.42,4.42,38.53,38.53,94000000,94000000,2017-05-10 00:00:00,2017-05-10 00:00:00,successful bid,Company or Group,서면노르웨이아침 18 floor. 1811 no.,Apartment & stores,2004-11-15 00:00:00,27,18,N,,2017-07-20 00:00:00,dividend,35.1499607,129.063476,Jeonpo-daero  Busanjin-gu  Busan,96581000
2157,forced,general,12764116,2016-10-21 00:00:00,2,대일감정,1,23082.0,51.34,51.34,84.95,84.95,144000000,115200000,2017-02-01 00:00:00,2017-03-08 00:00:00,successful bid,private,강남 1 building. 15 floor. 1505 no.,Apartment,1992-08-26 00:00:00,15,15,N,,2017-05-17 00:00:00,dividend,35.071989200000004,128.97083510000002,Nakdongnam-ro 1367beon-gil  Saha-gu  Busan,132999000
2503,forced,general,48644335,2016-03-16 00:00:00,2,한라감정,1,7624.8,41.15,41.15,84.98,84.98,155000000,124000000,2016-08-17 00:00:00,2016-09-21 00:00:00,successful bid,Company or Group,한보미도 14 floor. 1412 no.,Apartment,1992-10-10 00:00:00,15,14,N,,2016-11-18 00:00:00,dividend,35.1868334,129.1300094,Haeun-daero 61beon-gil  Haeundae-gu  Busan,147690000
2299,random,general,379332776,2016-11-08 00:00:00,2,제일감정,1,440.3,13.03,13.03,136.96,136.96,487000000,389600000,2017-06-22 00:00:00,2017-07-27 00:00:00,successful bid,Company or Group,브릿지타워 17 floor. 1701 no.,Apartment & stores,2012-03-27 00:00:00,20,17,N,,2017-09-27 00:00:00,dividend,35.0944703,129.0364811,Taejong-ro  Yeongdo-gu  Busan,415000000
2736,random,general,164989654,2017-06-13 00:00:00,2,나라감정,1,12829.0,29.51,29.51,74.12,74.12,168000000,134400000,2018-01-10 00:00:00,2018-02-21 00:00:00,successful bid,Company or Group,오양힐타운 102 building. 4 floor. 415 no.,Apartment,1992-10-21 00:00:00,18,4,N,,2018-04-18 00:00:00,dividend,35.1717738,128.989478,Baegyang-daero 768beon-gil  Sasang-gu  Busan,156348899
2192,random,general,240356544,2016-11-15 00:00:00,2,오상호감정,1,60610.0,36.39,36.39,84.91,84.91,228000000,182400000,2017-09-28 00:00:00,2017-11-02 00:00:00,successful bid,Company or Group,현대 9 building. 9 floor. 901 no.,Apartment,1994-05-25 00:00:00,15,9,N,,2017-12-13 00:00:00,dividend,35.196595,128.9927422,Nakdongbuk-ro  Buk-gu  Busan,195300000
2536,random,general,135000000,2016-05-23 00:00:00,1,금정감정,0,23427.5,22.56,22.56,59.61,59.61,189000000,189000000,2016-10-17 00:00:00,2016-10-17 00:00:00,successful bid,Company or Group,센텀우신골든빌 108 building. 3 floor. 305 no.,Apartment,2006-11-16 00:00:00,20,3,N,,2016-12-20 00:00:00,dividend,35.190255900000004,129.1249859,Haeun-daero 61beon-gil  Haeundae-gu  Busan,205171100
2436,forced,general,36000000,2015-07-21 00:00:00,6,평진감정,4,7653.0,47.81,47.81,72.17,72.17,100000000,64000000,2016-02-02 00:00:00,2018-03-22 00:00:00,successful bid,private,",-1 삼한그린맨션 3 building. 2 floor. 203 no.",Apartment & stores,1990-05-10 00:00:00,6,2,N,,2018-05-23 00:00:00,dividend,35.2342421,129.150655,Witbansong-ro 126beon-gil  Haeundae-gu  Busan,87879900
2758,random,general,160000000,2017-06-19 00:00:00,2,희감정,1,299.5,25.18,25.18,79.89,79.89,240000000,192000000,2017-09-19 00:00:00,2017-10-24 00:00:00,successful bid,private,목연정빌라 3 floor. 302 no.,Apartment,2002-04-18 00:00:00,8,3,N,,2017-11-30 00:00:00,dividend,35.097773600000004,129.0221192,Gudeok-ro 134beon-gil  Seo-gu  Busan,205000000
1943,random,general,160000000,2016-02-12 00:00:00,2,한마음감정,1,284.0,17.73,17.73,77.82,77.82,196000000,156800000,2016-07-27 00:00:00,2016-08-24 00:00:00,successful bid,private,",-25 대화빌 3 floor. 302 no.",Apartment,2013-02-06 00:00:00,10,3,N,,2016-11-23 00:00:00,dividend,35.2020156,129.068952,Ujangchun-ro  Dongnae-gu  Busan,171000000
2524,random,general,5000000,2016-04-18 00:00:00,2,문일감정,1,1185.9,39.53,19.77,62.55,31.28,65000000,52000000,2016-10-25 00:00:00,2016-11-22 00:00:00,successful bid,private,동산그린맨션 3 floor. 306 no.,Apartment,1985-04-26 00:00:00,5,3,Y,공유자우선매수권행사남용제한,2017-01-18 00:00:00,dividend,35.1176088,129.11257709999998,Igidaegongwon-ro  Nam-gu  Busan,52000000
1961,random,general,153000000,2016-03-15 00:00:00,1,부경감정,0,102460.0,22.57,22.57,59.8,59.8,183000000,183000000,2016-07-20 00:00:00,2016-07-20 00:00:00,successful bid,private,화명동대림타운 202 building. 7 floor. 703 no.,Apartment,1998-12-08 00:00:00,25,7,N,,2016-09-21 00:00:00,dividend,35.230988,129.015462,Hwamyeong-daero 12beon-gil  Buk-gu  Busan,188253000
2360,random,general,50000000,2017-02-17 00:00:00,2,부경감정,1,41884.5,29.41,29.41,59.94,59.94,190000000,152000000,2017-11-02 00:00:00,2017-12-07 00:00:00,successful bid,private,코오롱 103 building. 20 floor. 2002 no.,Apartment,1999-08-06 00:00:00,25,20,N,,2018-01-24 00:00:00,dividend,35.12647,128.97831580000002,Nakdong-daero 1318beon-gil  Sasang-gu  Busan,170110000
2428,forced,individual,21239452,2014-12-31 00:00:00,4,미르감정,2,989.4,13.95,13.95,41.28,41.28,73000000,46720000,2016-03-29 00:00:00,2016-07-26 00:00:00,successful bid,private,천양수영골드타워 2 floor. 201C호,Apartment & stores,2005-02-03 00:00:00,8,2,N,매수인에게 대항할수있는 을구 순위 5번임차권등기(2014.11.13등기)있음.배당에서 보증금이 전액 변제되지 아니하면 잔액을 매수인이 인수함,2016-09-21 00:00:00,dividend,35.1686302,129.1157392,Suyeongseong-ro 3beon-gil  Suyeong-gu  Busan,64777000
